at,Year_Month_Date,content,score,compound
2025-05-10 23:18:05,2025-05-10,its been stingy lately and lack of events,1,-0.5994
2025-05-21 09:04:28,2025-05-21,no more global passives,1,-0.296
2024-08-31 02:33:30,2024-08-31,Too many characters,1,0.0
2025-04-21 19:33:28,2025-04-21,uninstalled as a day 1 player because of insane powercreep bad story global passive,1,-0.6597
2025-02-26 05:04:07,2025-02-26,This is gacha game! . Gacha gambling,1,0.0
2025-05-05 00:17:15,2025-05-05,please add skip button,1,0.3182
2025-01-29 11:10:09,2025-01-29,Takes long to update,1,0.0
2023-05-07 17:53:09,2023-05-07,Whats the deal with data consumption in genshin it eats 50mb for 1hr this game eats 2gig in 1hr pls optimize this bs,1,0.5423
2025-02-28 14:52:25,2025-02-28,"been farming aglaea relic since RMC patch, and to think i still cant finish her relic farm from her banner release duration until been removed is truely depressing. 2.0 i was thinking HSR QoL already different with genshin impact. in the end of the day, it still ""worst developer of all time"" hoyoverse. the wish not even giving a break and push forward the powercreep, not giving a chance for f2p to save up for a little time for future banner. give me ""skip button"" so i can ignore all of this BS.",1,-0.8121
2025-01-15 18:58:54,2025-01-15,Trash the pull is scam,1,-0.5719
2025-05-02 01:11:38,2025-05-02,used to be great now its just p2w,1,0.6249
2025-03-08 07:56:39,2025-03-08,They took cute gepard away,1,0.4588
2025-03-05 11:10:48,2025-03-05,The powercreep just too much,1,0.0
2025-03-05 10:43:46,2025-03-05,they removed gepard's blush from his idle animation. this is a crime.,1,-0.5423
2025-01-13 19:19:12,2025-01-13,Not to my taste of game,1,0.0
2025-06-08 03:39:08,2025-06-08,powercreep so hard for this game,1,-0.1761
2025-02-26 22:28:38,2025-02-26,bad gacha always high pity also rate off,1,-0.6908
2024-09-10 10:26:56,2024-09-10,Trash game p2w always get hard pity lose 80 srsly?,1,-0.6486
2025-02-03 21:08:29,2025-02-03,Thanks for the prize!,1,0.7574
2025-01-26 13:54:53,2025-01-26,"Problems with HSR : Powercreepting Characters , HP Inflation.",1,-0.4019
2025-02-02 22:05:53,2025-02-02,I might be the unluckiest person in planet earth,1,0.0
2025-05-04 12:12:54,2025-05-04,make a skip dialogue button,1,0.0
2025-03-10 14:50:42,2025-03-10,"Global Passive, no thanks",1,0.3612
2025-01-15 12:45:54,2025-01-15,"Bad game, don't play it.",1,-0.6742
2025-05-20 02:28:05,2025-05-20,takes up too much space.,1,0.0
2025-02-08 13:00:05,2025-02-08,Amphoreus? Let it burn! We can trailblaze to another world anyway Agleae's character is trash anyway,1,0.0
2024-10-22 05:18:14,2024-10-22,Won't let me login twitter account,1,0.0
2025-05-26 09:07:07,2025-05-26,powercreep too much little jades,1,0.0
2023-07-14 17:32:54,2023-07-14,Crash apk while switch account,2,-0.4019
2023-06-18 14:49:03,2023-06-18,It wouldn't let me sign in,1,0.0
2025-03-01 19:34:32,2025-03-01,3.2 will ruin the game,1,-0.5859
2025-01-20 03:57:12,2025-01-20,I don't like the game,1,-0.2755
2024-11-28 07:12:51,2024-11-28,I didn't get my 80 free pulls,1,0.5106
2024-09-08 17:35:42,2024-09-08,This game is dying,1,0.0
2023-07-01 13:56:17,2023-07-01,Controller support please,3,0.6124
2025-02-01 14:41:41,2025-02-01,Sunday is a horrible character pls remove,1,-0.4939
2025-02-21 15:50:28,2025-02-21,honkai star rail could never,1,0.0
2025-02-26 22:40:10,2025-02-26,Remove global debuff from Castorice,1,0.0
2025-04-06 07:53:50,2025-04-06,Too long for main story,1,0.0
2024-12-29 21:04:06,2024-12-29,No luck in this game,1,0.2023
2025-01-01 20:49:09,2025-01-01,Horrible game made by horrible people,1,-0.7906
2025-03-23 20:08:58,2025-03-23,they like to make their male characters as weak as da wei,1,-0.1027
2025-03-31 23:01:13,2025-03-31,it's so hard to login??,5,-0.2624
2025-08-12 12:21:43,2025-08-12,Game power creep,1,0.0
2025-06-04 06:51:58,2025-06-04,"was good, went downhill and p2w",1,0.4404
2023-04-27 22:40:16,2023-04-27,it keeps crashing,2,0.0
2025-04-13 17:45:16,2025-04-13,give us a skip button!,1,0.0
2025-04-01 09:06:35,2025-04-01,Just give us SKIP button !!!,1,0.0
2025-02-27 22:20:35,2025-02-27,Too much power creep,1,0.0
2023-05-02 15:42:22,2023-05-02,Login error 10011 Trash,1,-0.4019
2024-11-19 16:14:40,2024-11-19,"Gambling game, nough said.",1,0.0
2025-02-11 13:31:36,2025-02-11,If only the gacha was fair...,1,0.0
2024-08-21 19:33:25,2024-08-21,Because of the fake slideshow,1,-0.4767
2025-05-02 16:58:00,2025-05-02,please add skip story and then i give 5 star ok ?,5,0.5423
2025-03-04 05:57:06,2025-03-04,"Hp inflation is stupid, hoyo will never listen and continue to milk every fomo plebs, here is a tip that everyone already knows, don't spend on gacha if you don't earn that much, you will never win and they will never listen to you, only whales win so they can flop on their waifus, and big streamers, cuz they still earn what they lost, but double the earning",1,-0.7753
2025-05-01 04:04:31,2025-05-01,Pay to win hard,1,0.4588
2025-04-05 20:58:26,2025-04-05,its really boring now,1,-0.3804
2025-11-16 00:11:31,2025-11-16,"GENSHIN COULD NEVER , THANKS HSR DEVS LOVE Y'ALL",1,0.4203
2025-07-22 20:41:32,2025-07-22,gacha is worst,1,-0.6249
2025-02-27 16:30:32,2025-02-27,"power creep, yapfest, hp inflation.",1,0.0
2025-05-21 03:55:30,2025-05-21,powecreep killed the game.. units being thrown under the bus evey other patch.. sad,1,-0.8225
2025-05-28 00:15:48,2025-05-28,Waited for a reruning lightcone for over a year and they have put it in a shop with curency that's paid BP gated....,1,0.0
2025-03-25 12:22:21,2025-03-25,what about a skip button,1,0.0
2023-06-28 05:49:08,2023-06-28,It's crashing now what happen,3,0.0
2025-07-13 07:22:35,2025-07-13,trash collaboration story,1,0.0
2025-08-24 00:11:32,2025-08-24,5050 is a scam.,1,-0.5719
2025-10-10 06:02:43,2025-10-10,wish there was a 0 star option,1,0.4019
2025-02-08 18:24:11,2025-02-08,Love this gameeeee,5,0.6369
2025-04-28 14:57:56,2025-04-28,No longerAwesome game,1,-0.296
2025-03-02 00:26:44,2025-03-02,"Already fixed, nice",5,0.4215
2025-07-20 22:58:47,2025-07-20,Worst collab ever,1,-0.6249
2025-02-28 23:04:32,2025-02-28,JUST ONE THING! STORY SKIP BUTTON!,1,0.0
2025-04-16 01:53:15,2025-04-16,Buff Seele and I'll give 5 stars on all my 20 google play accs,1,0.34
2024-09-13 15:49:23,2024-09-13,stuck at loading,1,-0.25
2025-03-27 11:25:06,2025-03-27,Greedy devs kills this game.... Stop nerf Anaxa,1,-0.7906
2025-01-20 00:16:36,2025-01-20,lol it doesn't work,1,0.4215
2025-11-06 14:57:09,2025-11-06,Hoyo why did you kill our Phainon,1,-0.6908
2025-04-06 03:12:13,2025-04-06,just don't play,1,-0.2584
2025-02-26 11:38:52,2025-02-26,Awful gacha rates.,1,-0.4588
2024-09-07 06:35:02,2024-09-07,God awful optimization.,1,0.1779
2024-11-25 20:17:10,2024-11-25,ur game fell off bro. top tier powercreep sheesh make jingliu better i will change to 5,1,0.5719
2025-03-09 05:59:19,2025-03-09,Powercreep is getting out of hand,1,0.4939
2025-05-09 16:18:47,2025-05-09,"i just started this game i found out about anaxa i fell in love i grind nonstop first 74 pull, i lost 5050 currently almost on my 50th pull still no anaxa screw you mihoyo. UPDATE: now 65 pulls, still no anaxa. screw you twice mihoyo",1,-0.3182
2025-08-16 15:24:32,2025-08-16,so bad game,1,-0.5849
2023-04-24 05:25:32,2023-04-24,IT DOES NOT LET ME PLAY,1,-0.2584
2024-11-15 22:32:54,2024-11-15,we need skip button fr,1,0.0
2025-05-04 23:34:50,2025-05-04,1 hour of new content every month,1,0.0
2024-08-29 12:38:32,2024-08-29,Mute button for Robin never disrespect the queen,1,0.3252
2025-04-24 13:35:54,2025-04-24,no longer enjoyable,1,0.1779
2024-03-24 18:20:29,2024-03-24,Lagging problem Bad Bad Bad Bad,1,-0.9571
2025-01-28 19:07:07,2025-01-28,Honkai star rail :No Loading star rail:Yes,1,-0.296
2025-11-05 15:34:24,2025-11-05,"yeah i always knew u were trash bruh, but i cant just prove it before.",1,0.1531
2024-11-14 19:00:48,2024-11-14,Biggest powercreeping ridiculous game,1,-0.3612
2025-04-24 19:57:48,2025-04-24,Skip button when ?,1,0.0
2025-02-05 02:13:37,2025-02-05,Its 2025 and Were is 120fps option?,1,0.0
2025-04-26 10:38:48,2025-04-26,not fun anymore,1,-0.4023
2025-07-07 02:48:09,2025-07-07,I lost 2 5050.,1,-0.3182
2025-04-13 05:06:10,2025-04-13,add skip button,1,0.0
2025-07-13 20:07:35,2025-07-13,"1 year of waiting for fate collab, and this is the result? It is just disheartening man...",1,-0.4215
2025-07-03 04:00:11,2025-07-03,firefly skin bad,1,-0.5423
2025-08-16 22:48:59,2025-08-16,It just ain't worth it,1,-0.1695
2025-01-25 03:58:59,2025-01-25,Game is sooo bad now,1,-0.5423
2024-11-20 00:54:14,2024-11-20,You ain't getting a 5 star until you nerf aventurine boss battle. Most stupidest boss i ever seen.,1,-0.7425
2025-03-23 20:22:52,2025-03-23,every hsr player obviously knew whats wrong w this game.,1,-0.4767
2025-09-04 20:19:59,2025-09-04,I KEEP LOSINF MY 5050 I HATE YOU,1,-0.6633
2025-04-03 20:10:29,2025-04-03,good game free characters,5,0.7351
2025-03-12 00:05:47,2025-03-12,castorice global buff is a mistake,1,-0.34
2023-06-04 15:48:18,2023-06-04,"I want to link with my google acc from mobile to PC but can't,since there's no google on log in section",3,0.3574
2025-05-18 20:56:25,2025-05-18,this game my time waste,1,-0.4215
2024-10-16 12:09:09,2024-10-16,Can't skip story,1,0.0
2024-10-25 09:40:48,2024-10-25,Doesn't work,1,0.0
2025-03-28 00:15:14,2025-03-28,honestly what are the devs thinking with the recent decisions,1,0.4588
2024-03-21 12:25:08,2024-03-21,The gacha is greedy and i disgusted about it why you soo gready about it all of my gacha is dud,1,-0.7717
2025-01-15 16:40:52,2025-01-15,Fix aventurine bug,1,0.0
2025-07-13 18:34:36,2025-07-13,Powercreeping every few weeks.,1,0.0
2025-07-14 12:55:48,2025-07-14,worst collab all time,1,-0.6249
2025-07-15 14:33:13,2025-07-15,Fate collab is trash,1,0.0
2025-07-14 14:04:22,2025-07-14,worst collab ever,1,-0.6249
2025-08-13 09:15:50,2025-08-13,Nice Fate UBW collab lol,1,0.6808
2025-11-05 23:29:11,2025-11-05,delete cyrene from this game,1,0.0
2025-05-09 02:34:05,2025-05-09,this game sucks,1,-0.3612
2025-05-21 09:05:09,2025-05-21,sigh. no four stars anymore? why.,1,-0.2732
2023-05-10 09:24:50,2023-05-10,Cant skip story,1,0.0
2025-05-25 19:01:53,2025-05-25,too much yapping,1,0.0
2025-03-11 19:12:21,2025-03-11,Remove global passive or I quit,1,0.2023
2024-12-05 04:42:32,2024-12-05,14g update ?!? What do y'all think we have pc's ?!!,1,0.0
2024-10-23 16:02:22,2024-10-23,I HATE IMBIBITKTORO LUANE GETNOUT OF THE BANNER I NEED AVENTURINE,1,-0.5719
2025-10-28 21:51:54,2025-10-28,"if you laugh, irontomb actualises",1,0.5574
2025-01-25 07:13:33,2025-01-25,Good game better than genshin,5,0.7003
2025-03-06 16:51:43,2025-03-06,I cannot access my old account:( why Mihoyo,1,0.0
2025-05-19 19:23:57,2025-05-19,hoping you get better every patch in the future,5,0.6908
2025-06-04 02:18:21,2025-06-04,"rampent powercreep. predatory malpractice, toxic community, marketing in form of endgame, tone deaf devs, and boring story.",1,-0.3182
2025-06-16 14:10:48,2025-06-16,Skip button in nexxxxt version nc,5,0.0
2024-11-19 19:26:52,2024-11-19,Genshin could never,1,0.0
2025-01-18 04:34:29,2025-01-18,Gold diggers. I hope your business model falls into bankruptcy. The sooner the better,1,0.7003
2025-07-01 01:19:21,2025-07-01,idiot relic so hard to get nice stats relic,1,-0.2944
2023-06-07 10:50:48,2023-06-07,please add SKIP STORY button.,2,0.3182
2025-01-15 10:28:47,2025-01-15,we demand compensation for aventurine's bug!,1,-0.2003
2025-04-28 01:28:02,2025-04-28,powercreep so bad as if my older character don't even exist,1,-0.5849
2024-12-03 20:04:20,2024-12-03,0.000001 gacha rate with 99 out of banner if you dont have guarantee 160 Rolls no Aventurine how satisfied...,1,-0.4479
2025-07-22 09:34:06,2025-07-22,I will never trust you guys to do a proper Collab.,1,-0.4023
2025-03-25 12:47:18,2025-03-25,why i cant login to my acc,1,0.0
2023-05-16 00:13:18,2023-05-16,Won't let me login.,1,0.0
2025-06-13 03:09:36,2025-06-13,Greed kills games.,1,-0.7351
2025-03-27 14:42:30,2025-03-27,where are the new 4 star characters like did they get banned from the game or something,1,-0.128
2025-01-19 13:42:04,2025-01-19,the powercreep is too much,1,0.0
2025-01-17 15:36:03,2025-01-17,For the musical occupation of the Japanese vocaloid fandom,1,0.0
2025-01-13 20:24:31,2025-01-13,New moc is trash,1,0.0
2023-06-11 17:21:52,2023-06-11,My safe file got deleted,1,0.4404
2025-05-30 23:41:39,2025-05-30,"always loses the 5050, power creep is real",1,-0.3182
2025-04-05 23:49:29,2025-04-05,I'm really disappointed,1,-0.5256
2025-05-13 23:35:01,2025-05-13,can't log in,1,0.0
2025-02-15 05:36:55,2025-02-15,You gave turn based game a bad name,1,-0.5423
2024-11-28 01:28:53,2024-11-28,PLEASE HOYOVERSE MAKE A SKIP BUTTON !!! GAME LU UDAH NGANTUK TAMBAH NGANTUK BANYAK NGOMONG GA PENTING !! PLIS BIKIN TOMBOL SKIPP SESUSAH ITU KAH BIKIN TOMBOL SKIP ????!!!!!,1,0.732
2025-01-23 09:27:04,2025-01-23,Trash No Drama,1,-0.296
2025-05-20 05:05:24,2025-05-20,"goodbye hoyo devs. etheria restart is about to launch, and yall are a terrible company. yall never cared about your supporters only about money smh.",1,-0.5903
2025-10-29 07:35:00,2025-10-29,"cyrene is really bad, cmon",1,-0.5849
2025-03-11 21:37:25,2025-03-11,But this game genshin impact 2.0,1,0.0
2025-07-31 09:03:30,2025-07-31,"Devs got powercrept, sadge",1,0.0
2025-01-26 15:51:10,2025-01-26,BRO STOP BUFFING ENEMIES HP IN ENDGAME. ITS NOT EVEN HARD BUT A PAIN CAUSE OF THER MASSIVE HP.,1,-0.7907
2025-02-09 23:41:20,2025-02-09,Stop removing my login,1,-0.296
2024-10-04 06:07:05,2024-10-04,I want my 80 free pulls,1,0.5574
2025-03-27 11:02:34,2025-03-27,this game aged like milk,1,0.3612
2025-04-12 02:41:19,2025-04-12,boring content 2nd anniversary are so worst,1,-0.8196
2025-08-01 16:49:38,2025-08-01,Power creep is real,1,0.0
2023-07-21 16:52:19,2023-07-21,Nvm i got it,5,0.0
2025-05-30 11:13:10,2025-05-30,I don't recommend it,1,-0.2755
2024-11-30 16:07:40,2024-11-30,Penacony story presentation is garbage,1,0.0
2025-02-28 01:44:15,2025-02-28,"SO HARD NEW PATCH, DELETE GAME FOR F2P",1,-0.1761
2025-06-30 01:14:42,2025-06-30,power creeping is crazy,1,-0.34
2024-09-27 22:18:05,2024-09-27,LITERALLY NEVER LOADS!!!,1,0.0
2025-07-06 12:58:31,2025-07-06,you know why I am giving it a 1 star,1,0.34
2024-09-20 03:52:34,2024-09-20,rate up 4 dan heng pls i need e6 dan heng right NEOW,1,0.0772
2023-05-27 18:37:39,2023-05-27,Where the story updates at? Uninstalled.,1,0.0
2023-05-24 14:04:06,2023-05-24,WE NEED SKIP BUTTON !,3,0.0
2025-07-07 08:35:35,2025-07-07,no meaning at all,1,-0.296
2025-04-08 06:46:21,2025-04-08,this game scam me,5,-0.5719
2025-08-11 10:03:58,2025-08-11,It's gone downhill,1,0.0
2024-11-05 22:31:06,2024-11-05,"Dead game, garbage gacha will eat your milkmoney",1,-0.6486
2025-01-02 01:17:54,2025-01-02,I quit and it deleted my account,1,0.0
2023-07-14 07:06:09,2023-07-14,thanks for solve my problems,5,0.25
2025-06-04 09:53:55,2025-06-04,rework castorice global passive,1,0.2023
2025-05-02 09:42:41,2025-05-02,Trash powercreep game,1,0.0
2025-05-01 23:27:21,2025-05-01,uncontrolled power creep.. mediocre story..,1,-0.25
2025-03-20 22:08:35,2025-03-20,you RUNED the game with wallet sucking powercreep... ew,1,0.0
2025-03-15 19:47:33,2025-03-15,where is Dan heng and Himeko voice?,1,0.0
2025-03-27 00:33:16,2025-03-27,Story is too long,1,0.0
2025-02-22 14:32:10,2025-02-22,Fix your game,1,0.0
2025-02-05 14:07:04,2025-02-05,Powercreep powercreep you have been warned,1,-0.2732
2025-06-22 12:52:36,2025-06-22,Ridiculous power creep,1,-0.3612
2025-04-11 09:16:37,2025-04-11,nothing but disappointment.,1,0.5504
2025-05-16 01:05:01,2025-05-16,Down to 1 star what a dry update and boring event hsr become now greedier lmao,1,-0.1027
2025-07-03 04:05:21,2025-07-03,weapon banner 75 drop rait biggest scam pity loose,1,-0.8885
2025-03-10 21:25:29,2025-03-10,This game is the offspring of the devil,1,-0.6597
2025-05-01 15:12:52,2025-05-01,Too much powercreep,1,0.0
2025-03-08 14:27:42,2025-03-08,Didn't think it would end this way,1,0.0
2023-05-15 10:25:30,2023-05-15,I'm just bitter. Like burn my account bitter.,1,-0.4767
2025-11-03 17:32:49,2025-11-03,Bad genshin rewards justice for cyrene,1,0.4588
2025-02-22 19:13:46,2025-02-22,bro's power creepin every update,1,0.0
2025-03-28 15:21:08,2025-03-28,ADD A SKIP BUTTON!!!!!,1,0.0
2025-07-02 08:02:26,2025-07-02,you messed up once again hoyoverse,1,-0.34
2025-06-23 00:45:35,2025-06-23,power creep worst story telling,1,-0.6249
2025-04-16 02:40:23,2025-04-16,very very bad,1,-0.6214
2025-03-18 00:50:41,2025-03-18,I just lost 5050 on tribbie's banner (I've never lost a 5050 btw),1,-0.5574
2025-03-27 12:22:22,2025-03-27,The new Hoyoverse cashcow with insane powercreep and no new 4 star character,1,-0.5994
2025-02-03 21:45:22,2025-02-03,Pathetic event for lunar new year,1,-0.5719
2025-03-23 12:54:54,2025-03-23,the powercreep is just too diabolical.,1,0.0
2025-10-04 15:17:14,2025-10-04,This is the best,1,0.6369
2025-05-15 22:12:17,2025-05-15,story quest are stupidly long,1,-0.4588
2024-09-30 18:44:58,2024-09-30,I'm willing to pay for changing gender of the mc,1,-0.1027
2025-05-08 16:59:05,2025-05-08,got bored and gacha sucks,1,-0.5574
2025-05-12 12:54:39,2025-05-12,boring as hell now,1,-0.7845
2025-05-16 14:26:34,2025-05-16,fell off hard,1,-0.1027
2025-04-24 21:35:17,2025-04-24,used to be good,1,0.4404
2025-02-03 22:06:03,2025-02-03,Stingy as usual,1,-0.3818
2024-12-21 11:28:02,2024-12-21,How to refund Sparkle?,1,0.4215
2025-03-28 20:58:48,2025-03-28,fix the power creeping!!!,1,0.0
2024-04-04 10:57:02,2024-04-04,It's working again,5,0.0
2024-11-03 16:25:37,2024-11-03,Playable Dan Feng when,1,0.0
2025-07-01 16:08:11,2025-07-01,Oh man I love powercreep,1,0.6369
2025-06-24 14:38:54,2025-06-24,Pay to win.,1,0.5267
2023-05-15 13:12:39,2023-05-15,Help login eror 10013,1,0.4019
2024-09-15 11:46:11,2024-09-15,RATE ON FEIXIAO AND YOU GAVE ME WELT YANG!!!,1,0.0
